Payment Amount,Budget Period,Agency,Payee
1489.22,2020,Department of Human Services,MABEL CITY TREASURER
149.45,2020,Department of Human Services,MABEL-CANTON PUBLIC SCHOOLS ISD 238
1106.95,2020,Department of Human Services,MABIE SARA OD
488296.51,2020,Department of Human Services,MAC CON PROPERTIES INC
400,2020,Department of Human Services,MACK BRENDA M
94255.2,2020,Department of Human Services,MACKENTHUN BECK PHARM INC
171723,2020,Department of Human Services,MACKMILLER DESIGN BUILD INC
261595.46,2020,Department of Human Services,MACOR JOSEPH M
35234.63,2020,Department of Human Services,MACSON SERVICES INC
1250,2020,Department of Human Services,MAD DADS
50000,2020,Department of Human Services,MAD HATTER WELLNESS
712.39,2020,Department of Human Services,MADAY CHIROPRACTIC
250,2020,Department of Human Services,MADDOX CLAUDE C
8030.25,2020,Department of Human Services,MADE RITE BEDDING
5896,2020,Department of Human Services,MADELIA CITY OF
221236.48,2020,Department of Human Services,MADELIA HEALTH
3610.11,2020,Department of Human Services,MADELIA OPTOMETRIC INC
617839.89,2020,Department of Human Services,MADINA HOME HEALTHCARE LLC
1586.67,2020,Department of Human Services,MADISON CHIROPRACTIC CENTER
1922.64,2020,Department of Human Services,MADISON CITY OF              T
2424.59,2020,Department of Human Services,MADISON DENTAL CLINIC
210919.99,2020,Department of Human Services,MADISON HOSPITAL
3521945.63,2020,Department of Human Services,MADISON LUTHERAN HOME INC
50936.85,2020,Department of Human Services,MADONNA MEADOWS OF ROCHESTER
1057296.78,2020,Department of Human Services,MADONNA TOWERS OF ROCHESTER
4567.76,2020,Department of Human Services,MAGELLAN RX PHARMACY LLC
156.77,2020,Department of Human Services,MAGIC WATER SOFTNER SERVICES
15075,2020,Department of Human Services,MAGNET FORENSICS LLC
75,2020,Department of Human Services,MAGNIFI FINANCIAL CREDIT UNION
1105814.94,2020,Department of Human Services,MAHNOMEN COUNTY              T
112512.36,2020,Department of Human Services,MAHNOMEN COUNTY DAC INC
2970249.36,2020,Department of Human Services,MAHNOMEN HEALTH CENTER
5213.61,2020,Department of Human Services,MAHTOMEDI CITY OF            T
1531911.65,2020,Department of Human Services,MAHUBE OTWA CAP FAMILY HEALTH
546117.3,2020,Department of Human Services,MAI YER YANG
1466.98,2020,Department of Human Services,MAILING MACHINE SERVICE
18838.13,2020,Department of Human Services,MAIN STREET FAMILY SERVICES
490002.08,2020,Department of Human Services,MAIN STREET INDUSTRIES INC
16577787.25,2020,Department of Human Services,MAINS L SERVICES INC
24513017.09,2020,Department of Human Services,MAINSL FINANCIAL MANAGEMENT SERVICES
85580.06,2020,Department of Human Services,MAINSTREET VILLAGE
413249.91,2020,Department of Human Services,MAK HEALTHCARE
2614663.87,2020,Department of Human Services,MALA STRANA CARE & REHAB CTR
1400,2020,Department of Human Services,MALONEY COLLEEN J
325,2020,Department of Human Services,MANAGE DIGITAL
441.98,2020,Department of Human Services,MANKATO ACUPUNCTURE CLINIC LLC
2658.09,2020,Department of Human Services,MANKATO BEARING CO
7229.6,2020,Department of Human Services,MANKATO CHIROPRACTIC CENTER
35307.15,2020,Department of Human Services,MANKATO CLINIC ENDOSCOPY CENTER LLC
374.01,2020,Department of Human Services,MANKATO CLINIC EXPRESS LLC
1709061.1,2020,Department of Human Services,MANKATO CLINIC LTD
744.87,2020,Department of Human Services,MANKATO CLINIC LTD MAPLETON FAMILY
28936.99,2020,Department of Human Services,MANKATO MARRIAGE & FAMILY
3713.56,2020,Department of Human Services,MANKATO OIL & TIRE CO INC
35537.15,2020,Department of Human Services,MANKATO PLACE 1 LLC
80416820.65,2020,Department of Human Services,MANKATO REHAB CENTER INC     M
130249.59,2020,Department of Human Services,MANKATO SURGERY CENTER
1911,2020,Department of Human Services,MANLAPAS KATHERINE CHAN
5000,2020,Department of Human Services,MANN DAVID C
457.5,2020,Department of Human Services,MANN THEATRES INC
541191.3,2020,Department of Human Services,MANNYS RESIDENTIAL SERV INC
11162.17,2020,Department of Human Services,MANOR HEALTH SERVICES
600,2020,Department of Human Services,MANS DESTANI JORDANN
4776.98,2020,Department of Human Services,MANSFIELD OIL COMPANY OF GAINESVILLE INC
251599.07,2020,Department of Human Services,MANY LAKES HOME CARE LLC
3790.31,2020,Department of Human Services,MANY RIVERS MONTESSORI
256.62,2020,Department of Human Services,MANY SPARROWS LLC
53190.38,2020,Department of Human Services,MAPLE GROVE DIALYSIS UNIT
3732150.87,2020,Department of Human Services,MAPLE GROVE HOSP CORP
653.29,2020,Department of Human Services,MAPLE GROVE VISION CLINIC
1235977.36,2020,Department of Human Services,MAPLE HILL SENIOR LIVING LLC
516.49,2020,Department of Human Services,MAPLE LAKE CITY OF           A
5145,2020,Department of Human Services,MAPLE LAKE CITY OF           T
858343.35,2020,Department of Human Services,MAPLE LAKE RECOVERY CENTER INC
1151219.65,2020,Department of Human Services,MAPLE LAWN NURSING HOME INC
3749074.07,2020,Department of Human Services,MAPLE LEAF SERVICES INC
1353106.95,2020,Department of Human Services,MAPLE MANOR NURSING & REHAB LLC
281330.9,2020,Department of Human Services,MAPLE WOOD RESIDENCE
1484977.53,2020,Department of Human Services,MAPLE WOODS INC
1880208.3,2020,Department of Human Services,MAPLETON COMMUNITY HOME
1202,2020,Department of Human Services,MAPLETREE GROUP HOME INC
5454223.34,2020,Department of Human Services,MAPLEWOOD CARE CENTER
655968.18,2020,Department of Human Services,MAPLEWOOD CARE RESIDENCE
418020.72,2020,Department of Human Services,MAPLEWOOD CITY OF
11862.89,2020,Department of Human Services,MAPLEWOOD DENTAL ASSOC
88587.03,2020,Department of Human Services,MAPLEWOOD DIALYSIS CENTER
226.01,2020,Department of Human Services,MAPLEWOOD PODIATRY
9856.35,2020,Department of Human Services,MAPLEWOOD WELLNESS CNTR OF MN
1225.33,2020,Department of Human Services,MAPLEWOOD WHITE BEAR
4271773.27,2020,Department of Human Services,MARANATHA CARE CENTER
163637.35,2020,Department of Human Services,MARANATHA PLACE
336887.75,2020,Department of Human Services,MARATHON GROUP INC THE
7569.64,2020,Department of Human Services,MARCHETTI MICHAEL R DDS
48492.5,2020,Department of Human Services,MARCO TECHNOLOGIES LLC            S
645.24,2020,Department of Human Services,MARCOTTE CHRISTINE LYNN
322.48,2020,Department of Human Services,MARCUM ROBERT
450.67,2020,Department of Human Services,MARDELL CARLSON & NEUENSCHWANDER DDS PA
683246.82,2020,Department of Human Services,MARGARET PLACE LIMITED
121403.57,2020,Department of Human Services,MARIAN CENTER GEAC LLC
919.17,2020,Department of Human Services,MARINER MEDICAL CLINIC
15120,2020,Department of Human Services,MARITZ CONSULTING GROUP INC
638971.87,2020,Department of Human Services,MARK YOUR HOME HEALTH CARE LLC
1470.69,2020,Department of Human Services,MARKETLAB INC
1792.4,2020,Department of Human Services,MARSDEN BLDG MAINTENANCE LLC
73728.61,2020,Department of Human Services,MARSDEN PHARMACY
1713789.02,2020,Department of Human Services,MARSHALL COUNTY              T
1424777.52,2020,Department of Human Services,MARSHALL COUNTY GROUP HOMES
9874.35,2020,Department of Human Services,MARSHALL DIALYSIS CENTER
143970.02,2020,Department of Human Services,MARSHALL HIGH SCHOOL
41343.75,2020,Department of Human Services,MARSTON CONSULTING GROUP
781,2020,Department of Human Services,MARTIN CINDI
304,2020,Department of Human Services,MARTIN COUNTY T
7475834.8,2020,Department of Human Services,MARTIN LUTHER CARE CENTER
127666.52,2020,Department of Human Services,MARTIN SHANNON L
562.76,2020,Department of Human Services,MARTINI KELLY
22695,2020,Department of Human Services,MARTINSON JODY L
838.31,2020,Department of Human Services,MARTY CHIROPRACTIC CLINIC    B
1169.26,2020,Department of Human Services,MARTY RONNY R
7600,2020,Department of Human Services,MARUDAS GRAPHICS INC
7611.12,2020,Department of Human Services,MARY HILL MANOR
11073221.32,2020,Department of Human Services,MARY T ASSOC INC             M
188272.16,2020,Department of Human Services,MARY T HOME HEALTH HOSPICE
4303399.81,2020,Department of Human Services,MARY T INC                   T
988.35,2020,Department of Human Services,MASON CITY CLINIC PC
300,2020,Department of Human Services,MASON RICKY
30070,2020,Department of Human Services,MASTCOM
2613.78,2020,Department of Human Services,MASTERCARE PATIENT EQUIPMENT
3200,2020,Department of Human Services,MATEFFY & COMPANY
100,2020,Department of Human Services,MATERIALS MANAGEMENT DIVISION CPV
1944.39,2020,Department of Human Services,MATH SCIENCE ACADEMY CHARTER
122591,2020,Department of Human Services,MATHEMATICA INC
3000,2020,Department of Human Services,MATHENY SAPRINA
1110992.71,2020,Department of Human Services,MATRIX ADVOCARE NETWORK INC
75000,2020,Department of Human Services,MATRIX HOUSING SERVICES
3253.91,2020,Department of Human Services,MATTOX RICK E
125657.42,2020,Department of Human Services,MATTSON PHARMACY INC
4767.46,2020,Department of Human Services,MAVO SYSTEMS INC
236829.18,2020,Department of Human Services,MAX WELL MEDICAL PHARMACY
173987.82,2020,Department of Human Services,MAXIMAL CARE LLC
228077,2020,Department of Human Services,MAXIMUS HUMAN SERVICES INC
7315,2020,Department of Human Services,MAXIMUS INC                  R
425,2020,Department of Human Services,MAXIMUS INC                  S
120.77,2020,Department of Human Services,MAXWELL MEDALS & AWARDS
1051.64,2020,Department of Human Services,MAY JOANN
4800,2020,Department of Human Services,MAYES ANN LOUISE
6043,2020,Department of Human Services,MAYO CIVIC CENTER
372475.6,2020,Department of Human Services,MAYO CLINIC                         MMIS
28862514.57,2020,Department of Human Services,MAYO CLINIC                  S
1911845.18,2020,Department of Human Services,MAYO CLINIC AMBULANCE ROCHESTER
483995.29,2020,Department of Human Services,MAYO CLINIC COMMUNITY CARE
70656.72,2020,Department of Human Services,MAYO CLINIC HEALTH SYSTEM - EAU CLAIRE
246626.26,2020,Department of Human Services,MAYO CLINIC HEALTH SYSTEM CANNON FALLS
57908.78,2020,Department of Human Services,MAYO CLINIC HEALTH SYSTEM EASTRIDGE
742107.4,2020,Department of Human Services,MAYO CLINIC HEALTH SYSTEMS NEW PRAGUE
1302,2020,Department of Human Services,MAYO CLINIC HEALTH SYSTEMS OCC MEDICINE
947426.14,2020,Department of Human Services,MAYO CLINIC HLTH SYSTEM RED WING
526197.73,2020,Department of Human Services,MAYO CLINIC HOME HEALTH & HOSPICE
281413.02,2020,Department of Human Services,MAYO CLINIC LABORATORIES
26588.2,2020,Department of Human Services,MAYO CLINIC PHARMACY RED WING
103785.76,2020,Department of Human Services,MAYO CLINIC PHARMACY SUBWAY
6465908.74,2020,Department of Human Services,MAYO CLINIC R
3934.71,2020,Department of Human Services,MAYO CLINIC RESEARCH FINANCE
10478.66,2020,Department of Human Services,MAYO CLINIC ROCHESTER
2810.02,2020,Department of Human Services,MAYO CLINIC STORE - MANKATO
32902.81,2020,Department of Human Services,MAYO CLINIC STORE AUSTIN
210,2020,Department of Human Services,MAYO EMPLOYEES CREDIT UNION
2685012.94,2020,Department of Human Services,MAYO FOUNDATION FOR MED EDUC &
780127.65,2020,Department of Human Services,MAYO HOSPICE PROGRAM
50501.27,2020,Department of Human Services,MAYO STORE THE
966.92,2020,Department of Human Services,MCALLEN MEDICAL CENTER
4320.51,2020,Department of Human Services,MCBRIDE CHIROPRACTIC CLINIC
136994,2020,Department of Human Services,MCCARTHY BUILDERS INC
612336.51,2020,Department of Human Services,MCCARTHY MANOR INC
90.48,2020,Department of Human Services,MCCLANAHAN ALLISON
439.28,2020,Department of Human Services,MCCORMICK PATRICIA
11,2020,Department of Human Services,MCCOURT NOAH
72834.19,2020,Department of Human Services,MCCULLOH ROBERT A
25000,2020,Department of Human Services,MCCULLOUGH MARK SAMUEL
160,2020,Department of Human Services,MCELRATH MALEKA
889.8,2020,Department of Human Services,MCFARLAND PATRICK M
807.1,2020,Department of Human Services,MCGEEHAN SUSAN
14000,2020,Department of Human Services,MCGRATH PSYCHOLOGICAL SERVICES
978.81,2020,Department of Human Services,MCGRAW CHIROPRACTIC LTD
61849.16,2020,Department of Human Services,MCGREEVY INC
7060.58,2020,Department of Human Services,MCGREGOR AMBULANCE SERVICE
3437.68,2020,Department of Human Services,MCGREGOR CHIROPRACTIC PC
10495.53,2020,Department of Human Services,MCGUIRE LAW OFFICE
8550.59,2020,Department of Human Services,MCINERNEY DAVID
3143987.55,2020,Department of Human Services,MCINTOSH SENIOR LIVING
164950.67,2020,Department of Human Services,MCKENNA CROSSING
3909,2020,Department of Human Services,MCKESSON GENERAL MED CORP
1189.8,2020,Department of Human Services,MCKESSON MEDICAL SURGICAL
431001.79,2020,Department of Human Services,MCKESSON MEDICAL SURGICAL INC
216694.36,2020,Department of Human Services,MCKESSON MEDICAL SURGICAL MN SUPPLY INC
445.11,2020,Department of Human Services,MCKESSON PATIENT CARE SOLUTIONS INC
503022.51,2020,Department of Human Services,MCKINNEY HOMES LLC
1981.44,2020,Department of Human Services,MCKINNIS & DOOM PA
5680129.09,2020,Department of Human Services,MCLEOD COUNTY
450444,2020,Department of Human Services,MCLEOD COUNTY RECORDER
50,2020,Department of Human Services,MCLEOD COUNTY SENIOR EXPO
1742.9,2020,Department of Human Services,MCLEOD TREATMENT PROGRAMS INC
467.76,2020,Department of Human Services,MCMAHON OIL INC
28.83,2020,Department of Human Services,MCMORRIS CARLA
110212.5,2020,Department of Human Services,MCNA SOUTH MINNEAPOLIS DIALYSIS  CENTER
9325.92,2020,Department of Human Services,MD LAWN & SNOW
452849.97,2020,Department of Human Services,MDI HIRED HANDS
6473779.7,2020,Department of Human Services,MDM RUBICON INC
2018290.09,2020,Department of Human Services,MEADOW CREEK LLC
1642025.62,2020,Department of Human Services,MEADOW LANE OPERATIONS LLC
24662.73,2020,Department of Human Services,MEALS FOR SHUT INS
20697.97,2020,Department of Human Services,MEALS ON WHEELS OF N DAKOTA CO
4479,2020,Department of Human Services,MEALSUITE INC
748826.02,2020,Department of Human Services,MED CITY MOBILITY
232,2020,Department of Human Services,MED CITY TAXI INC
953,2020,Department of Human Services,MED COMPASS
3993.85,2020,Department of Human Services,MED4HOME
12.32,2020,Department of Human Services,MED4HOME INC
24506.67,2020,Department of Human Services,MEDCITY HOME HEALTH CARE LLC
8450,2020,Department of Human Services,MEDDATA INC
275,2020,Department of Human Services,MEDELBO MARK
69800,2020,Department of Human Services,MEDELIGIBLE SERVICES
534,2020,Department of Human Services,MEDEXPRESS URGENT CARE MN PC
145361.44,2020,Department of Human Services,MEDFORD SENIOR CARE
2804.4,2020,Department of Human Services,MEDIACOM MINNESOTA LLC
12190,2020,Department of Human Services,MEDIATION CENTER INC
1294,2020,Department of Human Services,MEDICA                       E
95285.04,2020,Department of Human Services,MEDICA                       M
522520708.45,2020,Department of Human Services,MEDICA HEALTH PLANS
47960.44,2020,Department of Human Services,MEDICAL ADDICTION TREATMENT CLINIC PC
2616.71,2020,Department of Human Services,MEDICAL CARE SERVICES PA
428.56,2020,Department of Human Services,MEDICAL DIAGNOSTIC LABS
226880,2020,Department of Human Services,MEDICAL DOCTOR ASSOCIATES LLC
23060.11,2020,Department of Human Services,MEDICAL IMAGING NORTH PA
6241.72,2020,Department of Human Services,MEDICAL PHARMACY INC
475021.44,2020,Department of Human Services,MEDICAL PHARMACY MOORHEAD INC
859.88,2020,Department of Human Services,MEDICAL PHARMACY SOUTH INC
2234.43,2020,Department of Human Services,MEDICAL SCREENING SERVICES INC
147864.31,2020,Department of Human Services,MEDICAL STAFFING NETWORK
102362.74,2020,Department of Human Services,MEDICAL SUPPLIES INC
10837773.65,2020,Department of Human Services,MEDICAL TRANSPORTATION MGMT
245207.92,2020,Department of Human Services,MEDICAP PHARMACY             A
25541.21,2020,Department of Human Services,MEDICAP PHARMACY             N
52.2,2020,Department of Human Services,MEDICAREBLUE RX
1629.27,2020,Department of Human Services,MEDICATION MANAGEMENT PARTNERS LLC
194502.23,2020,Department of Human Services,MEDICINE SHOPPE CLOQUET
6804.89,2020,Department of Human Services,MEDICINE SHOPPE FARGO
5057.67,2020,Department of Human Services,MEDICINE SHOPPE THE
3114.71,2020,Department of Human Services,MEDLINE INDUSTRIES LP
216028.1,2020,Department of Human Services,MEDSAVE LONG TERM CARE PHARMACY
16136.17,2020,Department of Human Services,MEDTOX DIAGNOSTICS INC
105987.24,2020,Department of Human Services,MEDTOX LABORATORIES INC
5000,2020,Department of Human Services,MEDTREND I INC
564588.6,2020,Department of Human Services,MEDWAY SUPPORT SERVICE
3794786.28,2020,Department of Human Services,MEEKER COUNTY TREASURER
2681460.78,2020,Department of Human Services,MEEKER MANORE REHAB CTR LLC
513451.09,2020,Department of Human Services,MEEKER MCLEOD SIBLEY COMMUNITY HEALTH SE
672733.49,2020,Department of Human Services,MEEKER MEMORIAL HOSPITAL
25725.07,2020,Department of Human Services,MEEKER WRIGHT SPEC EDUC COOP    DIST 938
1042.7,2020,Department of Human Services,MEISA TRANSPORTATION SERVICES
94672.31,2020,Department of Human Services,MELANDER CHRISTOPHER IRA
807254.4,2020,Department of Human Services,MELKEZEDEK CARE LLC
3573148.71,2020,Department of Human Services,MELROSE AREA HOSPITAL
9247.48,2020,Department of Human Services,MELROSE CITY OF              T
72976.86,2020,Department of Human Services,MELROSE PHARMACY INC
1140,2020,Department of Human Services,MEMBERS COOP CREDIT UNION
3153,2020,Department of Human Services,MEMORIAL HOSPITAL & HOMES
9925.25,2020,Department of Human Services,MEMORIAL MED CENTER ASHLAND
119558.32,2020,Department of Human Services,MENAGES LLC
855.45,2020,Department of Human Services,MENARDS CAMBRIDGE
15398.23,2020,Department of Human Services,MENARDS MANKATO
17155.58,2020,Department of Human Services,MENDAKOTA PEDIATRICS
408,2020,Department of Human Services,MENDOTA HEIGHTS DENTAL CTR
505734.31,2020,Department of Human Services,MENDOTA HEIGHTS WP LLC
2000,2020,Department of Human Services,MENNINGA ELIZABETH ETHEL
112819.62,2020,Department of Human Services,MENTAL HEALTH COLLECTIVE
53097.14,2020,Department of Human Services,MENTAL HEALTH COUNSELING
69800.03,2020,Department of Human Services,MENTAL HEALTH NURSING
2869047.85,2020,Department of Human Services,MENTAL HEALTH RESOURCES INC
289.12,2020,Department of Human Services,MENTAL HEALTH SOLUTIONS
156471.31,2020,Department of Human Services,MENTAL HEALTH SYSTEMS PC
175070.82,2020,Department of Human Services,MERCARIK INCORPORATED
195475.26,2020,Department of Human Services,MERCER HEALTH & BENEFITS
840,2020,Department of Human Services,MERCHANT LEATHER
45,2020,Department of Human Services,MERCHANTS BANK NATL ASSOC   MC
177581.62,2020,Department of Human Services,MERCY & GRACE CARE INC
212901.45,2020,Department of Human Services,MERCY CARE HOME LLC
160612.95,2020,Department of Human Services,MERCY HOME CARE & ASSOC INC
163816.72,2020,Department of Human Services,MERCY HOME CARE LTD
90120.8,2020,Department of Human Services,MERCY HOME HEALTH  LLC
12158.15,2020,Department of Human Services,MERCY HOSP PEDS & PAIN
1625009.56,2020,Department of Human Services,MERCY HOSPITAL
15710004.04,2020,Department of Human Services,MERCY HOSPITAL COON RAPIDS   I
53518.05,2020,Department of Human Services,MERCY HOSPITAL MPLS
14.25,2020,Department of Human Services,MERCY HOSPITAL VALLEY CITY
2306266.85,2020,Department of Human Services,MERCY LINK LLC
47858.69,2020,Department of Human Services,MERCY MED CENTER NORTH IOWA
401.44,2020,Department of Human Services,MERCY MED CENTER SIOUX CITY
434.1,2020,Department of Human Services,MERCY MED CENTER WILLISTON
6300.19,2020,Department of Human Services,MERCY TRANSP & HOME HEALTH CARE
1549.91,2020,Department of Human Services,MERIDIAN PSYCHOLOGICAL SERVICE
22146685.06,2020,Department of Human Services,MERIDIAN SERVICES INC
14380141.02,2020,Department of Human Services,MERITCARE CLINIC FARGO
505710.9,2020,Department of Human Services,MERITCARE HOME CARE
1307589.27,2020,Department of Human Services,MERITCARE HOSPITAL           B
43892.84,2020,Department of Human Services,MERITCARE HOSPITAL           D
734861.22,2020,Department of Human Services,MERITEX ENTERPRISES INC
485,2020,Department of Human Services,MERITEX LAFAYETTE PARK LLC
11601.57,2020,Department of Human Services,MERMAID ENTERTAINMENT & EVENT
150,2020,Department of Human Services,MERRICK COMM SERVICES
5719071.76,2020,Department of Human Services,MERRICK INC
350.31,2020,Department of Human Services,MERRIT HAWKINS & ASSOCIATES
368.72,2020,Department of Human Services,MERRYWOOD SENIOR HOMECARE
705689.89,2020,Department of Human Services,MERWIN LONG TERM CARE
46.37,2020,Department of Human Services,MERWIN LTC PHARMACY
281925.77,2020,Department of Human Services,MERWIN LTC PHARMACY 48525
836.75,2020,Department of Human Services,MESIA JOY
28253.64,2020,Department of Human Services,MESSIAH TRANSPORTATION LLC
2089.39,2020,Department of Human Services,MET MEDICAL INC
41003,2020,Department of Human Services,METASTAR INC
13593.6,2020,Department of Human Services,METHODIST HOSPITAL           C
11553604.11,2020,Department of Human Services,METHODIST HOSPITAL B
46265.7,2020,Department of Human Services,METHODIST HOSPITAL S
112586.7,2020,Department of Human Services,METRO BEHAVIORAL HEALTH LLC
1920589.27,2020,Department of Human Services,METRO CARE INC
119057,2020,Department of Human Services,METRO COUNCIL TRANSIT
12933.72,2020,Department of Human Services,METRO DEAF SCHOOL INC
100,2020,Department of Human Services,METRO EMERGENCY MANAGERS ASSOC
246.35,2020,Department of Human Services,METRO FOOT & ANKLE CLINIC
529057.03,2020,Department of Human Services,METRO HEALTH CARE SERVICES LLC
3421130.69,2020,Department of Human Services,METRO HOME HEALTH CARE CORPORATION
1861770.52,2020,Department of Human Services,METRO HOME HEALTH CARE SERVICE
586.4,2020,Department of Human Services,METRO LEGAL SERVICES INC
136147,2020,Department of Human Services,METRO MEALS ON WHEELS INC
392716.84,2020,Department of Human Services,METRO MED HOMECARE
398068.61,2020,Department of Human Services,METRO MEDICAL INC
14410.47,2020,Department of Human Services,METRO NEUROSURGERY PA C RAPIDS
227702.13,2020,Department of Human Services,METRO NURSING SERVICES LLC
260328.1,2020,Department of Human Services,METRO PCA SERVICES INC
297.05,2020,Department of Human Services,METRO PEST MANAGEMENT INC
425766.13,2020,Department of Human Services,METRO PSYCHOLOGY SUPPORT
113551.73,2020,Department of Human Services,METRO SENIOR CENTER
1309083.53,2020,Department of Human Services,METRO SOCIAL SERVICES INC
263904.77,2020,Department of Human Services,METRO THERAPY SPECIAL CHILDRENS CLINIC
372580.78,2020,Department of Human Services,METRO WORK CENTER INC
1848139.96,2020,Department of Human Services,METROCARE HUMAN SERVICES
1016416.09,2020,Department of Human Services,METROPOLITAN ANESTHESIA NETWORK LLP
19701630.1,2020,Department of Human Services,METROPOLITAN AREA AGENCY ON AGING INC
6417714.57,2020,Department of Human Services,METROPOLITAN CENTER FOR
1406760.22,2020,Department of Human Services,METROPOLITAN COMMUNITY SERVICES
1771.19,2020,Department of Human Services,METROPOLITAN GASTROINTESTINAL
153730.8,2020,Department of Human Services,METROPOLITAN HEART & VASCULAR
2832699.89,2020,Department of Human Services,METROPOLITAN LIVING LLC
53486.5,2020,Department of Human Services,METROPOLITAN MECHANICAL
2264.89,2020,Department of Human Services,METROPOLITAN PATHOLOGISTS PC
213763.63,2020,Department of Human Services,METROPOLITAN PEDIATRIC DENTAL
116872.67,2020,Department of Human Services,METROPOLITAN PEDIATRIC SPECIALISTS
380,2020,Department of Human Services,METROPOLITAN SERVICES CREDIT
78703.19,2020,Department of Human Services,METROPOLITAN SINCERITY HOMECARE
9550419.46,2020,Department of Human Services,MEYERING HARRY CENTER INC
4225.86,2020,Department of Human Services,MEZZENGA SUSAN M
474741.75,2020,Department of Human Services,MFF MINNETONKA LLC
3710.59,2020,Department of Human Services,MICHAUD DIST INC
1159.73,2020,Department of Human Services,MICHELLE MURPHY APRN PLLC
2705376.43,2020,Department of Human Services,MICHELLE RENNE WOLF INC
114.03,2020,Department of Human Services,MICHLIN MARIA
712.96,2020,Department of Human Services,MICKELSON CHIROPRACTIC
5700,2020,Department of Human Services,MID AMER BUSINESS SYSTEMS INC
285,2020,Department of Human Services,MID MINN FEDERAL CREDIT UNION
13529.05,2020,Department of Human Services,MID MINNESOTA TRUCKING
50113.86,2020,Department of Human Services,MID STATE EDUC DIST 6979
24450,2020,Department of Human Services,MID-MINNESOTA LEGAL ASSISTANCE
12605.56,2020,Department of Human Services,MIDDLE ENGLISH INC
15,2020,Department of Human Services,MIDLAND COOP CREDIT UNION
624.5,2020,Department of Human Services,MIDMINN TRANSPORT LLC
19405.06,2020,Department of Human Services,MIDSOTA PLASTIC & RECONSTRUCTIVE SURGEON
47923.91,2020,Department of Human Services,MIDTLING ORAL & MAXILLOFACIAL
1334.06,2020,Department of Human Services,MIDTOWN CHIROPRACTIC
14915.84,2020,Department of Human Services,MIDTOWN EYE CARE
1925,2020,Department of Human Services,MIDWAY HEALTH COVERAGE SERVICES
2326818.83,2020,Department of Human Services,MIDWAY HOME HEALTH CARE INC
123574.96,2020,Department of Human Services,MIDWAY HOME HEALTH SERVICES LLC
496401.61,2020,Department of Human Services,MIDWEST ASSISTED LIVING INC
30,2020,Department of Human Services,MIDWEST BANK
23205.18,2020,Department of Human Services,MIDWEST CENTER FOR PERSONAL &
152000,2020,Department of Human Services,MIDWEST CHILDRENS RESOURCE CENTER
49.17,2020,Department of Human Services,MIDWEST CLINIC OF DERMATOLOGY
285082.47,2020,Department of Human Services,MIDWEST COMMUNITY RESIDENTIAL
10429.72,2020,Department of Human Services,MIDWEST EAR NOSE & THROAT    S
119095.84,2020,Department of Human Services,MIDWEST EAR NOSE & THROAT SPECIALISTS
2347.11,2020,Department of Human Services,MIDWEST EYE LAB INC
9269.17,2020,Department of Human Services,MIDWEST EYE LABORATORIES LLC
147.22,2020,Department of Human Services,MIDWEST EYE LABORATORIES SF
6855.12,2020,Department of Human Services,MIDWEST FAMILY EYE CENTER
111013.33,2020,Department of Human Services,MIDWEST GROUP LIVING INC
8029626.47,2020,Department of Human Services,MIDWEST HOME HEALTH CARE INC
43489.34,2020,Department of Human Services,MIDWEST HOME HEALTH INC
389187.02,2020,Department of Human Services,MIDWEST IMMUNOLOGY CLINIC
2092422.59,2020,Department of Human Services,MIDWEST INDEPENDENT LIVING SERVICES LLC
5332.7,2020,Department of Human Services,MIDWEST INFECTIOUS DISEASE
90,2020,Department of Human Services,MIDWEST INS FRAUD PREVENTION
1001504.59,2020,Department of Human Services,MIDWEST MED EQUIP & SUPPLIES
1210.99,2020,Department of Human Services,MIDWEST MEDICAL CARE PC
269.21,2020,Department of Human Services,MIDWEST MEDICAL CONSULTING INC
676581.84,2020,Department of Human Services,MIDWEST MEDICAL SERVICES INC
7143.68,2020,Department of Human Services,MIDWEST PLASTIC SURGERY
918329.88,2020,Department of Human Services,MIDWEST PROFESSIONAL SERVICES INC
6243557.01,2020,Department of Human Services,MIDWEST QUALITY HOME CARE INC
1045854,2020,Department of Human Services,MIDWEST RADIOLOGY PA
124396.79,2020,Department of Human Services,MIDWEST RECOVERY INC
1793920.66,2020,Department of Human Services,MIDWEST RESIDENTIAL INC
6791882.3,2020,Department of Human Services,MIDWEST SPECIAL SERVICES INC
6231.25,2020,Department of Human Services,MIDWEST SPINE & BRAIN INSTITUTE LLC
58569.05,2020,Department of Human Services,MIDWEST VISION CENTER        A
1127.15,2020,Department of Human Services,MIDWESTERN ENDOCRINOLOGY LTD
3470.55,2020,Department of Human Services,MIDWESTERN NEUROPSYCHOLOGY PLLC
3313.75,2020,Department of Human Services,MIELKE KAITLYN
5388.35,2020,Department of Human Services,MIGLIORI MARK R MD PA
536.7,2020,Department of Human Services,MIK TRANSPORTATION INC
1678,2020,Department of Human Services,MIKES HTG SHEETMETAL LLC
3038.61,2020,Department of Human Services,MILBANK MEDICAL CENTER
2392522.09,2020,Department of Human Services,MILES VENTS INC
2206.06,2020,Department of Human Services,MILESTONE COUNSELING INC
640122.33,2020,Department of Human Services,MILESTONES
153453.38,2020,Department of Human Services,MILESTONES RECOVERY INC
635.65,2020,Department of Human Services,MILILLO MARIA D PHD
56378.3,2020,Department of Human Services,MILK MOMS INC
